n_population,n_immediate,immediate_ratio,n_observed,n_events,n_censored,abandon_ratio,km_median_min,naive_median_min,bias_ratio,last_event_min,n_at_risk_60min,n_at_risk_median,n_events_after_90min,max_duration_min,immediate_min,grid_step_min,cum_abandon_5min,cum_abandon_10min,cum_abandon_20min,cum_abandon_30min,cum_abandon_45min,cum_abandon_60min,cum_abandon_90min
1222330,38578,0.0315610350723618,1183752,104422,1079330,0.08542864856462658,186.01666666666668,16.818224999999998,11.060422052069509,335.3333333333333,113878,336,1691,600.0,1.0,0.5,0.02451259034694886,0.040509485320774474,0.07289125992124712,0.1072799111281888,0.1613920098269651,0.21042927781030885,0.2964497777475823
