n_trips,n_vehicles,n_gaps,n_gaps_negative,n_gaps_same_day,n_gaps_cross_day,idle_min_median,idle_min_p90,idle_min_median_same_day,idle_min_p90_same_day,n_days,peak_hour,peak_mean_idle_vehicles,peak_weekday,peak_weekend,fleet_weekday,fleet_weekend,peak_share_weekday,peak_share_weekend,cap_minutes,long_gap_share_of_minutes,peak_capped
1161357,723,1160634,82,994597,165955,9.451666666666666,976.9880433333334,8.551666666666668,48.91742000000002,366,13,134.1015646235574,164.57585671225505,57.329790323184575,574,374,0.2867175204046255,0.15328820942027963,120,0.20436807984455116,111.44702287264673
