timeline,survival,cum_abandon,n_at_risk
172.5,0.5580278597548377,0.4419721402451623,566
173.0,0.5560365809425716,0.4439634190574284,556
173.5,0.5539923149657151,0.4460076850342849,542
174.0,0.5529410961517384,0.44705890384826164,527
174.5,0.5508245072416136,0.4491754927583864,519
175.0,0.5497402070305081,0.4502597929694919,508
175.5,0.5475477469232634,0.45245225307673664,498
176.0,0.5464348449986226,0.4535651550013774,492
176.5,0.5441625698050045,0.45583743019499545,476
177.0,0.5430169643948888,0.4569830356051112,475
177.5,0.5430169643948888,0.4569830356051112,475
178.0,0.5430169643948888,0.4569830356051112,475
178.5,0.5430169643948888,0.4569830356051112,475
179.0,0.5430169643948888,0.4569830356051112,475
179.5,0.5430169643948888,0.4569830356051112,475
180.0,0.5430169643948888,0.4569830356051112,475
180.5,0.5417332363466739,0.4582667636533261,423
181.0,0.5404403169281854,0.4595596830718146,419
181.5,0.5391285685861267,0.4608714314138733,412
182.0,0.5350612871190247,0.4649387128809753,394
182.5,0.5350612871190247,0.4649387128809753,394
183.0,0.5350612871190247,0.4649387128809753,394
183.5,0.533599371034,0.466400628966,366
184.0,0.533599371034,0.466400628966,366
184.5,0.5321046949246611,0.46789530507533894,357
185.0,0.5321046949246611,0.46789530507533894,357
185.5,0.5321046949246611,0.46789530507533894,357
186.0,0.5305488332435948,0.4694511667564052,342
186.5,0.5289791621393238,0.47102083786067617,338
187.0,0.5289791621393238,0.47102083786067617,338
187.5,0.5273209202517397,0.4726790797482603,319
188.0,0.5273209202517397,0.4726790797482603,319
188.5,0.5273209202517397,0.4726790797482603,319
189.0,0.5238908722454334,0.4761091277545666,304
189.5,0.5238908722454334,0.4761091277545666,304
190.0,0.5238908722454334,0.4761091277545666,304
190.5,0.5238908722454334,0.4761091277545666,304
191.0,0.5238908722454334,0.4761091277545666,304
191.5,0.5220063727049822,0.4779936272950178,278
192.0,0.5220063727049822,0.4779936272950178,278
192.5,0.5220063727049822,0.4779936272950178,278
193.0,0.5220063727049822,0.4779936272950178,278
193.5,0.5220063727049822,0.4779936272950178,278
194.0,0.5220063727049822,0.4779936272950178,278
194.5,0.520006348288488,0.479993651711512,261
195.0,0.517942831033375,0.482057168966625,252
195.5,0.5158287786618102,0.4841712213381898,245
196.0,0.5158287786618102,0.4841712213381898,245
196.5,0.5158287786618102,0.4841712213381898,245
197.0,0.5114010638235115,0.48859893617648853,232
197.5,0.5114010638235115,0.48859893617648853,232
198.0,0.5114010638235115,0.48859893617648853,232
198.5,0.5114010638235115,0.48859893617648853,232
199.0,0.5114010638235115,0.48859893617648853,232
199.5,0.5114010638235115,0.48859893617648853,232
200.0,0.5114010638235115,0.48859893617648853,232
200.5,0.5114010638235115,0.48859893617648853,232
201.0,0.5114010638235115,0.48859893617648853,232
201.5,0.5114010638235115,0.48859893617648853,232
202.0,0.5086952380889955,0.4913047619110045,189
202.5,0.5086952380889955,0.4913047619110045,189
203.0,0.5086952380889955,0.4913047619110045,189
203.5,0.5086952380889955,0.4913047619110045,189
204.0,0.5086952380889955,0.4913047619110045,189
204.5,0.5086952380889955,0.4913047619110045,189
205.0,0.5086952380889955,0.4913047619110045,189
205.5,0.5057204121352588,0.49427958786474124,171
206.0,0.5057204121352588,0.49427958786474124,171
206.5,0.5057204121352588,0.49427958786474124,171
207.0,0.5025596595594134,0.4974403404405866,160
207.5,0.5025596595594134,0.4974403404405866,160
208.0,0.5025596595594134,0.4974403404405866,160
208.5,0.5025596595594134,0.4974403404405866,160
209.0,0.5025596595594134,0.4974403404405866,160
209.5,0.5025596595594134,0.4974403404405866,160
210.0,0.5025596595594134,0.4974403404405866,160
210.5,0.5025596595594134,0.4974403404405866,160
211.0,0.5025596595594134,0.4974403404405866,160
211.5,0.4989954066547367,0.5010045933452634,141
212.0,0.4989954066547367,0.5010045933452634,141
212.5,0.4989954066547367,0.5010045933452634,141
213.0,0.4989954066547367,0.5010045933452634,141
213.5,0.4989954066547367,0.5010045933452634,141
214.0,0.4989954066547367,0.5010045933452634,141
214.5,0.4989954066547367,0.5010045933452634,141
215.0,0.49518628141309745,0.5048137185869026,131
215.5,0.49518628141309745,0.5048137185869026,131
216.0,0.4912871768350416,0.5087128231649585,127
216.5,0.4912871768350416,0.5087128231649585,127
217.0,0.4912871768350416,0.5087128231649585,127
217.5,0.4912871768350416,0.5087128231649585,127
218.0,0.4912871768350416,0.5087128231649585,127
218.5,0.4912871768350416,0.5087128231649585,127
219.0,0.4912871768350416,0.5087128231649585,127
219.5,0.4912871768350416,0.5087128231649585,127
220.0,0.4912871768350416,0.5087128231649585,127
220.5,0.4912871768350416,0.5087128231649585,127
221.0,0.4912871768350416,0.5087128231649585,127
221.5,0.4912871768350416,0.5087128231649585,127
222.0,0.4912871768350416,0.5087128231649585,127
222.5,0.4912871768350416,0.5087128231649585,127
223.0,0.4912871768350416,0.5087128231649585,127
223.5,0.4912871768350416,0.5087128231649585,127
224.0,0.4912871768350416,0.5087128231649585,127
224.5,0.4912871768350416,0.5087128231649585,127
225.0,0.4912871768350416,0.5087128231649585,127
225.5,0.4912871768350416,0.5087128231649585,127
226.0,0.4852219030469546,0.5147780969530453,81
226.5,0.4852219030469546,0.5147780969530453,81
227.0,0.4852219030469546,0.5147780969530453,81
227.5,0.4852219030469546,0.5147780969530453,81
228.0,0.4852219030469546,0.5147780969530453,81
228.5,0.4852219030469546,0.5147780969530453,81
229.0,0.4852219030469546,0.5147780969530453,81
229.5,0.4852219030469546,0.5147780969530453,81
230.0,0.4852219030469546,0.5147780969530453,81
230.5,0.4852219030469546,0.5147780969530453,81
231.0,0.4852219030469546,0.5147780969530453,81
231.5,0.4852219030469546,0.5147780969530453,81
232.0,0.4852219030469546,0.5147780969530453,81
232.5,0.4852219030469546,0.5147780969530453,81
233.0,0.4852219030469546,0.5147780969530453,81
233.5,0.4852219030469546,0.5147780969530453,81
234.0,0.4763996866279191,0.5236003133720809,55
234.5,0.4763996866279191,0.5236003133720809,55
235.0,0.4763996866279191,0.5236003133720809,55
235.5,0.4763996866279191,0.5236003133720809,55
236.0,0.4763996866279191,0.5236003133720809,55
236.5,0.4763996866279191,0.5236003133720809,55
237.0,0.4763996866279191,0.5236003133720809,55
237.5,0.4763996866279191,0.5236003133720809,55
238.0,0.4763996866279191,0.5236003133720809,55
238.5,0.4763996866279191,0.5236003133720809,55
239.0,0.4763996866279191,0.5236003133720809,55
239.5,0.4763996866279191,0.5236003133720809,55
240.0,0.4763996866279191,0.5236003133720809,55
240.5,0.4763996866279191,0.5236003133720809,55
241.0,0.4763996866279191,0.5236003133720809,55
241.5,0.4763996866279191,0.5236003133720809,55
242.0,0.4763996866279191,0.5236003133720809,55
242.5,0.4763996866279191,0.5236003133720809,55
243.0,0.4763996866279191,0.5236003133720809,55
243.5,0.4763996866279191,0.5236003133720809,55
244.0,0.4763996866279191,0.5236003133720809,55
244.5,0.4644896944622211,0.5355103055377789,40
245.0,0.45193591893621515,0.5480640810637849,37
245.5,0.45193591893621515,0.5480640810637849,37
246.0,0.45193591893621515,0.5480640810637849,37
246.5,0.45193591893621515,0.5480640810637849,37
247.0,0.45193591893621515,0.5480640810637849,37
247.5,0.4357953504027789,0.564204649597221,28
248.0,0.4357953504027789,0.564204649597221,28
248.5,0.4196547818693427,0.5803452181306573,27
249.0,0.4196547818693427,0.5803452181306573,27
249.5,0.4196547818693427,0.5803452181306573,27
250.0,0.4196547818693427,0.5803452181306573,27
250.5,0.4196547818693427,0.5803452181306573,27
251.0,0.4196547818693427,0.5803452181306573,27
251.5,0.4196547818693427,0.5803452181306573,27
252.0,0.4196547818693427,0.5803452181306573,27
252.5,0.4196547818693427,0.5803452181306573,27
253.0,0.4196547818693427,0.5803452181306573,27
253.5,0.4196547818693427,0.5803452181306573,27
254.0,0.39756768808674575,0.6024323119132542,19
254.5,0.39756768808674575,0.6024323119132542,19
255.0,0.39756768808674575,0.6024323119132542,19
255.5,0.39756768808674575,0.6024323119132542,19
256.0,0.39756768808674575,0.6024323119132542,19
256.5,0.39756768808674575,0.6024323119132542,19
257.0,0.39756768808674575,0.6024323119132542,19
257.5,0.39756768808674575,0.6024323119132542,19
258.0,0.39756768808674575,0.6024323119132542,19
258.5,0.39756768808674575,0.6024323119132542,19
