cand_id,cand_name,gu,dongs,n_seed,n_dong_scope,n_calls_scope,before,delta,rate_pct,rate_sd,rate_lo,rate_hi,interval,sample_ok,total_delta_min,n_overlap,rank_rate,rank_total,rate_total_pct,rate_total_sd,before_total,after_total,obs_total_min,sim_obs_ratio,ref_grade,ref_gap_prev,ref_threshold_prev
387,방배열린문화센터 공영주차장(구),서초구,서초구 방배4동,3,21,2427,14.356551528413656,-0.6316538577527986,-4.396875076640691,0.8129640635487348,-5.546579881033255,-3.2471702722481273,-4.40% ± 1.15%p,True,-1533.0239127660423,170,46,164,-6.398141804833251,0.6783972476881343,18.41208330790202,17.232850392659504,56.21455495465627,0.3275323147671196,하,0.045559681041670075,1.7984668986237269
540,남성사계시장공영주차장(구),동작구,동작구 사당3동,3,23,3152,13.89028576259542,-0.5929665737442207,-4.261633670306154,1.8242708148508677,-6.841542198109669,-1.68172514250264,-4.26% ± 2.58%p,True,-1869.0306404417836,241,47,89,-6.00577257391008,1.7871745562776422,17.784940719604492,16.714166005452473,50.184506177207126,0.35439106756981664,하,0.1352414063345364,3.994433413909072
374,탄천제2호 공영주차장(구),강남구,강남구 일원1동,3,20,3778,13.52991254700054,-0.5726408415568377,-4.232104971760762,0.2709426452132428,-4.615275735246572,-3.8489342082749527,-4.23% ± 0.38%p,True,-2163.4370994017327,104,48,38,-6.086932526305436,0.9332367143060767,17.822287877400715,16.736958821614582,45.08895288419636,0.3952695003402355,하,0.029528698545392196,3.6885628219737825
515,비봉(구),종로구,종로구 평창동,3,8,1550,14.208487146346934,-0.5919253720186681,-4.167032304923292,1.361912973592834,-6.093068102950149,-2.2409965068964355,-4.17% ± 1.93%p,False,-917.4843266289356,232,49,230,-5.476912535821616,0.9844484106902028,19.515334447224934,18.443695704142254,43.51563204671316,0.4484672180855747,하,0.06507266683747037,2.7772049723674517
340,관악소방서,관악구,관악구 낙성대동 · 관악구 서림동 · 관악구 청룡동 · 관악구 행운동,3,23,3589,13.317825564069837,-0.5542925220280507,-4.1611334222308285,0.7092731663270923,-5.16419715347791,-3.158069690983747,-4.16% ± 1.00%p,True,-1989.355861558674,176,50,67,-5.883989070945254,0.42952344242221174,17.572041193644207,16.53888702392578,46.91975258335923,0.3745126567414251,하,0.005898882692463303,3.071074972782094
506,성내전통시장 주차장(구),강동구,강동구 성내2동 · 강동구 성내3동,3,22,4829,12.330476635610632,-0.5119693626617318,-4.1518892201273365,0.11214334348703722,-4.310483857416569,-3.993294582838104,-4.15% ± 0.16%p,True,-2472.3000522935026,92,51,14,-5.831356261053062,0.5626471250697036,16.54251225789388,15.579081535339355,38.42254660202371,0.4305417969620626,하,0.009244202103491972,1.4361678926366663
8,논현초교 공영주차장(구),강남구,강남구 논현1동,3,20,2981,14.802182944605997,-0.6129435760845064,-4.137152575307879,0.7891948271714544,-5.253242603248441,-3.0210625473673174,-4.14% ± 1.12%p,True,-1827.1848003079137,188,52,99,-5.360525878607956,1.0361356952676113,18.27403958638509,17.293188095092773,57.43474067657713,0.31817049003996906,하,0.014736644819457467,1.5942454073606527
575,개봉고가 공영주차장(구),구로구,구로구 개봉2동 · 구로구 개봉3동 · 구로구 고척1동,3,17,4722,12.284565463590779,-0.5083431712690712,-4.135314767730647,0.8799689267702254,-5.379778758435997,-2.890850777025298,-4.14% ± 1.24%p,True,-2400.3964547325545,200,53,18,-6.342040275419588,1.6770627901760078,17.406787872314453,16.29850959777832,41.63488421076617,0.4180818129383272,하,0.0018378075772318425,2.364042120872912
392,반포4동 주민센터 공영주차장(구),서초구,서초구 반포2동,3,20,2463,14.763871269568542,-0.6081739222112669,-4.118842332282817,0.5609574440085415,-4.912155957513843,-3.3255287070517916,-4.12% ± 0.79%p,True,-1497.9323704063504,157,54,171,-5.326513765593693,0.33141519670580555,18.77293078104655,17.772459665934246,58.582798335629484,0.3204512470280724,하,0.01647243544783006,2.0871210468678987
456,개포동공원 공영주차장(구),강남구,강남구 개포2동,3,18,2766,14.501777181870708,-0.5937194470811752,-4.094128382330896,1.1604689819640575,-5.735279355337765,-2.4529774093240277,-4.09% ± 1.64%p,True,-1642.2279906265305,224,55,139,-5.303808024203682,1.0160781983726384,17.60330645243327,16.668294270833332,49.78244611915022,0.35360469050277665,하,0.02471394995192089,2.577876267076674
459,방배카페골목(이수) 공영주차장(구),서초구,서초구 방배본동,3,22,2833,13.85330560458423,-0.5647996282092649,-4.072818784730722,1.0736314292429308,-5.591162912956085,-2.5544746565053593,-4.07% ± 1.52%p,True,-1600.0773467168474,220,56,150,-5.754261364547117,1.057446709974489,17.681368509928387,16.661649068196613,51.31010092639885,0.3445982017320763,하,0.021309597600174257,3.1618808984267033
398,공항2임시(구),강서구,강서구 공항동 · 강서구 발산1동,3,10,4134,12.250583086049867,-0.494283535387605,-4.030953669516406,0.991533516216974,-5.433193815697933,-2.6287135233348784,-4.03% ± 1.40%p,True,-2043.368135292359,214,57,55,-5.6840614075482785,0.3360271782221786,16.955663045247395,15.992062250773111,38.21154262272798,0.44373144556488736,하,0.04186511521431591,2.922891143809372
