주차장명,주소,자치구,법정동,법정동코드,면수,위도,경도,소스,공공근거,UPIS대분류,UPIS시설명,고시번호,옥내외,옥내자주,옥외자주,현행차고지,현행차고지거리m,운영시간,급지,이용효율
목동종합사회복지관,서울특별시 양천구 목동  552-1,양천구,목동,11470102,18.0,37.544558931,126.8663526837,KOTSA,U_UPIS,사회복지시설,사회복지시설,11000NTC199408014675,혼합,14.0,4.0,,,,,
목2동사무소,서울특별시 양천구 목동  530-6,양천구,목동,11470102,15.0,37.5461397682,126.871663818,KOTSA,U_UPIS,공공청사,목2동사무소,11000NTC197906263283,혼합,7.0,8.0,,,,,
시립목동청소년센터,서울특별시 양천구 목동  918,양천구,목동,11470102,44.0,37.530736762,126.8754825306,KOTSA,U_UPIS,사회복지시설,사회복지시설,11000NTC200604209974,옥외,0.0,44.0,,,,,
양천해누리복지관,서울특별시 양천구 신정동  319-13,양천구,신정동,11470101,29.0,37.5198863519,126.8699577052,KOTSA,U_UPIS,사회복지시설,사회복지시설,11000NTC200604209974,혼합,18.0,11.0,,,,,
구립양천어르신요양센터,서울특별시 양천구 신정동  1321-7,양천구,신정동,11470101,21.0,37.5129476389,126.8270380738,KOTSA,U_UPIS,사회복지시설,사회복지시설,11000NTC200910143943,옥외,0.0,21.0,,,,,
신월종합사회복지관,서울특별시 양천구 신월동  1063-1,양천구,신월동,11470103,19.0,37.5200575659,126.8473877463,KOTSA,U_UPIS,사회복지시설,사회복지시설,11000NTC201401237076,옥외,0.0,19.0,,,,,
신정3동사무소,서울특별시 양천구 신정동  1263,양천구,신정동,11470101,13.0,37.5151185761,126.8547772528,KOTSA,U_UPIS,공공청사,신정3동사무소,11000NTC200005129553,혼합,12.0,1.0,,,,,
창일교회지역아동센타,서울특별시 양천구 신정동  1255,양천구,신정동,11470101,46.0,37.5124472101,126.8512444011,KOTSA,U_UPIS,사회복지시설,사회복지시설,11000NTC200005129553,옥외,0.0,46.0,,,,,
치안연구소,서울특별시 양천구 신정동  1289-1,양천구,신정동,11470101,12.0,37.5111358803,126.8432933675,KOTSA,U_UPIS,사회복지시설,사회복지시설,11470NTC202412160007,옥외,0.0,7.0,,,,,
열방사회복지관,서울특별시 양천구 신정동  1290-3,양천구,신정동,11470101,21.0,37.5103932812,126.843163718,KOTSA,U_UPIS,사회복지시설,사회복지시설,,옥외,0.0,21.0,,,,,
양천노인종합복지관,서울특별시 양천구 신정동  325-3,양천구,신정동,11470101,16.0,37.5104919755,126.8585322663,KOTSA,U_UPIS,사회복지시설,사회복지시설,11470NTC202509290003,혼합,13.0,3.0,,,,,
고척2동 주민센터,서울특별시 구로구 고척동  339-2,구로구,고척동,11530106,14.0,37.5067042062,126.8585756062,KOTSA,U_UPIS,공공청사,"청사(공공업무시설,근린공공시설)",11000NTC200110271515,혼합,11.0,3.0,,,,,
종합사회복지관,서울특별시 구로구 궁동  108-9,구로구,궁동,11530109,14.0,37.4990977228,126.8297389038,KOTSA,U_UPIS,사회복지시설,사회복지시설,11000NTC199903298632,옥외,0.0,14.0,,,,,
온수동 어르신 복지회관.보훈회관,서울특별시 구로구 온수동  155-5,구로구,온수동,11530110,11.0,37.4966915232,126.8232533167,KOTSA,U_UPIS,사회복지시설,사회복지시설,11000NTC201112226347,옥내,11.0,0.0,,,,,
화원종합사회복지관,서울특별시 구로구 구로동  476-134,구로구,구로동,11530102,16.0,37.4973395878,126.8801473706,KOTSA,U_UPIS,사회복지시설,사회복지시설,11000NTC200307054522,옥외,0.0,16.0,,,,,
구로3동주민센터,서울특별시 구로구 구로동  777-22,구로구,구로동,11530102,10.0,37.4874239844,126.8903259993,KOTSA,U_UPIS,공공청사,공공청사,11000NTC201402277101,옥내,10.0,0.0,,,,,
독산3동 주민센터,서울특별시 금천구 독산동  973-17,금천구,독산동,11545102,13.0,37.4751490615,126.9031776153,KOTSA,U_UPIS,공공청사,공공청사,11000NTC200811042317,혼합,12.0,1.0,,,,,
금천구 종합청사,서울특별시 금천구 시흥동  1020,금천구,시흥동,11545103,307.0,37.4568158763,126.8954070844,KOTSA,U_UPIS,공공청사,공공청사,11545NTC202402050002,혼합,278.0,29.0,,,,,
시립금천노인종합복지관,서울특별시 금천구 시흥동  558-1,금천구,시흥동,11545103,13.0,37.4502117229,126.8977760246,KOTSA,U_UPIS,사회복지시설,사회복지시설,11000NTC199801077559,옥외,0.0,13.0,,,,,
금천종합복지타운,서울특별시 금천구 시흥동  267-9,금천구,시흥동,11545103,45.0,37.4496123209,126.9145073861,KOTSA,U_UPIS,문화시설,도 서 관,11000NTC201012025671,혼합,44.0,1.0,,,,,
남부도로사업소 청사,서울특별시 금천구 시흥동  961-5,금천구,시흥동,11545103,46.0,37.4387167712,126.9044630225,KOTSA,U_UPIS,공공청사,공공청사,11000NTC201505217478,혼합,26.0,1.0,,,,,
삼육외래센터,서울특별시 관악구 봉천동  722-19,관악구,봉천동,11620101,21.0,37.4931469628,126.927421195,KOTSA,U_UPIS,사회복지시설,사회복지시설,11000NTC199304203750,옥내,21.0,0.0,,,,,
관악청소년회관,서울특별시 관악구 신림동  1522,관악구,신림동,11620102,40.0,37.4702298412,126.9352344015,KOTSA,U_UPIS,사회복지시설,사회복지시설,11000NTC199005261635,혼합,28.0,12.0,,,,,
관악경찰서,서울특별시 관악구 봉천동  1695-5,관악구,봉천동,11620101,110.0,37.4744398225,126.9511935818,KOTSA,U_UPIS,공공청사,경찰서,11620NTC202409240005,혼합,39.0,431.0,,,,,
관악소방서,서울특별시 관악구 봉천동  1593-3,관악구,봉천동,11620101,15.0,37.4738348893,126.9525324892,KOTSA,U_UPIS,공공청사,관악소방서,11000NTC199501074996,옥외,0.0,15.0,,,,,
삼각산동복합청사,서울특별시 강북구 미아동  813-3,강북구,미아동,11305101,12.0,37.6151877664,127.0207589961,KOTSA,U_UPIS,공공청사,공공문화체육시설,11000NTC201401237069,혼합,10.0,2.0,,,,,
번동 365-1 업무시설 (서울특별시),서울특별시 강북구 번동  365-1,강북구,번동,11305102,106.0,37.6334160025,127.0375176121,KOTSA,U_UPIS,공공청사,공공청사,11000NTC200910223994,혼합,16.0,196.0,,,,,
시립광진노인종합복지관,서울특별시 광진구 군자동  364-15,광진구,군자동,11215109,19.0,37.551125323,127.0715169009,KOTSA,U_UPIS,사회복지시설,사회복지시설,11000NTC200108141185,혼합,8.0,11.0,,,,,
국군서울지구병원,서울특별시 종로구 삼청동  25-1,종로구,삼청동,11110140,69.0,37.5880577199,126.9828626099,KOTSA,U_UPIS,공공청사,공공청사,11000NTC202206020002,옥내,169.0,0.0,,,,,
예술의전당,서울특별시 서초구 서초동  700,서초구,서초동,11650108,1263.0,37.4810875569,127.0152451603,KOTSA,U_UPIS,문화시설,문화시설,11000NTC201709288298,혼합,366.0,104.0,,,,,
푸르메재단 넥슨어린이재활병원,서울특별시 마포구 상암동  1738,마포구,상암동,11440127,78.0,37.5846612583,126.8805600137,KOTSA,U_UPIS,사회복지시설,사회복지시설,11000NTC200512299437,옥내,78.0,0.0,,,,,
용강동 복합청사,서울특별시 마포구 용강동  505,마포구,용강동,11440105,15.0,37.5422492375,126.9427172222,KOTSA,U_UPIS,공공청사,공고엉사,11000NTC201501227388,혼합,14.0,1.0,,,,,
방이동 88 업무시설 (서울올림픽기념국민체육진흥공단),서울특별시 송파구 방이동  88,송파구,방이동,11710111,697.0,37.5210324734,127.1161665641,KOTSA,U_UPIS,공공필요성이 인정되는 체육시설,운동장시설 기타,11710NTC202008200002,혼합,693.0,1000.0,,,,,
서울장애인종합복지관,서울특별시 강동구 고덕동  317-24,강동구,고덕동,11740102,88.0,37.5555407521,127.148352308,KOTSA,U_UPIS,사회복지시설,사회복지시설,11000NTC199210023321,혼합,46.0,42.0,,,,,
도봉소방서,서울특별시 도봉구 방학동  708,도봉구,방학동,11320106,50.0,37.6639788865,127.0435534999,KOTSA,U_UPIS,공공청사,도봉소방서,,옥내,2.0,0.0,,,,,
다니엘학교,서울특별시 서초구 내곡동  1-1328,서초구,내곡동,11650109,27.0,37.4604231648,127.0920335306,KOTSA,U_UPIS,사회복지시설,다니엘학교,11000NTC199504035150,옥외,0.0,54.0,,,,,
효창종합사회복지관,서울특별시 용산구 효창동  5-65,용산구,효창동,11170119,18.0,37.5411833427,126.9629993636,KOTSA,U_UPIS,사회복지시설,사회복지시설,11000NTC200401155633,혼합,7.0,11.0,,,,,
풍문여자고등학교,서울특별시 종로구 안국동  175-2,종로구,안국동,11110141,18.0,37.5765971514,126.9833452274,KOTSA,U_UPIS,문화시설,문화시설,11000NTC201704208089,옥외,0.0,2.0,,,,,
천연동 구세군 아동복지시설,서울특별시 서대문구 천연동  117-1,서대문구,천연동,11410106,23.0,37.568035482,126.9593594009,KOTSA,U_UPIS,사회복지시설,사회복지시설,11000NTC200311155205,옥외,0.0,42.0,,,,,
서울검찰청사,서울특별시 서초구 서초동  1724,서초구,서초동,11650108,597.0,37.4950899152,127.0082595251,KOTSA,U_UPIS,공공청사,서울지방검찰청,11000NTC199610286442,혼합,445.0,151.0,,,,,
최양업 2관,서울특별시 성북구 성북동  1-162,성북구,성북동,11290101,13.0,37.5982437545,127.0022557039,KOTSA,U_UPIS,사회복지시설,사회복지시설,11000NTC201611037925,옥내,13.0,0.0,,,,,
남가좌1동주민센터,서울특별시 서대문구 남가좌동  385-3,서대문구,남가좌동,11410120,12.0,37.5732734312,126.9197817255,KOTSA,U_UPIS,공공청사,공공청사,11000NTC201701198000,옥내,12.0,0.0,,,,,
사근동공공복합청사,서울특별시 성동구 사근동  223-22,성동구,사근동,11200106,20.0,37.5614024544,127.045300109,KOTSA,U_UPIS,공공청사,공공청사,11000NTC201405157193,옥내,20.0,0.0,,,,,
정립회관,서울특별시 광진구 구의동  16-3,광진구,구의동,11215103,151.0,37.5508038758,127.0976399037,KOTSA,U_UPIS,사회복지시설,사회복지시설,11000NTC201112156340,혼합,270.0,454.0,,,,,
서울동부지방검찰청사,서울특별시 송파구 문정동  649,송파구,문정동,11710108,338.0,37.4827956003,127.1179932406,KOTSA,U_UPIS,공공청사,공공청사,11000NTC201809060001,혼합,184.0,154.0,,,,,
성동종합 행정마을,서울특별시 성동구 행당동  7,성동구,행당동,11200107,430.0,37.5632146281,127.0367444127,KOTSA,U_UPIS,공공청사,공공청사,11000NTC200604069904,옥내,2.0,0.0,,,,,
사회복지법인엔젤스헤이븐,서울특별시 은평구 구산동  191-1,은평구,구산동,11380105,217.0,37.6056780001,126.9068138602,KOTSA,U_UPIS,사회복지시설,사회복지시설 기타,11380NTC202012150004,혼합,16.0,1177.0,,,,,
서울동부지방법원,서울특별시 송파구 문정동  650,송파구,문정동,11710108,295.0,37.4834930115,127.1197536237,KOTSA,U_UPIS,공공청사,공공청사,11000NTC201809060001,혼합,124.0,171.0,,,,,
마포구종합행정타운,서울특별시 마포구 성산동  370,마포구,성산동,11440125,418.0,37.5662430107,126.9019415206,KOTSA,U_UPIS,공공청사,공공청사,11000NTC201401027057,혼합,70.0,10.0,,,,,
마장동(건물) 공영주차장(구),성동구 마장동 463-2,성동구,마장동,11200105,52.0,37.5699681,127.0351038,공영,P법정공영,,,,옥외,0.0,52.0,,,,,
압구정 428 공영주차장(구),강남구 압구정동 428-0,강남구,압구정동,11680110,344.0,37.5270045,127.0264641,공영,P법정공영,,,,옥외,0.0,344.0,,,,,
논현로22길(구),강남구 개포동 1266-0,강남구,개포동,11680103,86.0,37.4814964,127.0482184,공영,P법정공영,,,,옥외,0.0,86.0,,,,,
역삼1문화센터 공영주차장(구),강남구 역삼동 829-20,강남구,역삼동,11680101,115.0,37.495189,127.0332072,공영,P법정공영,,,,옥외,0.0,115.0,,,,,
언주초 공영주차장(구),강남구 도곡동 922-0,강남구,도곡동,11680118,203.0,37.4866514,127.0371128,공영,P법정공영,,,,옥외,0.0,203.0,,,,,
살곶이(평면) 공영주차장(구),성동구 사근동 104-0,성동구,사근동,11200106,203.0,37.5538416,127.0488492,공영,P법정공영,,,,옥외,0.0,203.0,,,,,
잠원동 방음언덕형 공영주차장(구),서초구 잠원동 10-33,서초구,잠원동,11650106,92.0,37.5161854,127.0163008,공영,P법정공영,,,,옥외,0.0,92.0,,,,,
천호2동노외주차장(구),강동구 천호동 457-7,강동구,천호동,11740109,13.0,37.5403332,127.1230055,공영,P법정공영,,,,옥외,0.0,13.0,,,,,
광진광장 공영주차장(구),광진구 군자동 374-9,광진구,군자동,11215109,33.0,37.5476336,127.0737741,공영,P법정공영,,,,옥외,0.0,33.0,,,,,
탄천제2호 공영주차장(구),강남구 일원동 4-49,강남구,일원동,11680114,322.0,37.4940081,127.0874687,공영,P법정공영,,,,옥외,0.0,322.0,,,,,
송정동(건물) 공영주차장(구),성동구 송정동 68-57,성동구,송정동,11200118,120.0,37.5500042,127.0680872,공영,P법정공영,,,,옥외,0.0,120.0,,,,,
청암공영주차장(무인)(구),강북구 미아동 791-1694,강북구,미아동,11305101,47.0,37.6247227,127.0154132,공영,P법정공영,,,,옥외,0.0,47.0,,,,,
은혜공영주차장(무인)(구),강북구 미아동 791-1049,강북구,미아동,11305101,20.0,37.6279764,127.0169784,공영,P법정공영,,,,옥외,0.0,20.0,,,,,
번2동 공영주차장(무인)(구),강북구 번동 148-140,강북구,번동,11305102,20.0,37.626822,127.0367356,공영,P법정공영,,,,옥외,0.0,20.0,,,,,
신길5동 공영(구),영등포구 신길동 400-1,영등포구,신길동,11560132,26.0,37.5021639,126.9047764,공영,P법정공영,,,,옥외,0.0,26.0,,,,,
강일동 주차장(구),강동구 강일동 665-4,강동구,강일동,11740110,90.0,37.5661433,127.1725412,공영,P법정공영,,,,옥외,0.0,90.0,,,,,
봉수대공영주차장(구),중랑구 신내동 12-2,중랑구,신내동,11260106,31.0,37.6163652,127.1122792,공영,P법정공영,,,,옥외,0.0,31.0,,,,,
목동타운홀(구),양천구 목동 905-21,양천구,목동,11470102,23.0,37.5329353,126.8768651,공영,P법정공영,,,,옥외,0.0,23.0,,,,,
마천동3(건축물식)(구),송파구 마천동 128-4,송파구,마천동,11710114,47.0,37.4961507,127.1498524,공영,P법정공영,,,,옥외,0.0,47.0,,,,,
용답제2(평면) 공영주차장(구),성동구 용답동 182-10,성동구,용답동,11200122,153.0,37.5633116,127.0562486,공영,P법정공영,,,,옥외,0.0,153.0,용답주차장,73.0,,,
견인보관소(구),동대문구 휘경동 361-0,동대문구,휘경동,11230109,40.0,37.5890337,127.0690524,공영,P법정공영,,,,옥외,0.0,40.0,,,,,
영등포본동제2공영(구),영등포구 신길동 186-355,영등포구,신길동,11560132,61.0,37.5133089,126.9140876,공영,P법정공영,,,,옥외,0.0,61.0,,,,,
방배열린문화센터 공영주차장(구),서초구 방배동 852-14,서초구,방배동,11650101,109.0,37.489016,126.9922755,공영,P법정공영,,,,옥외,0.0,109.0,,,,,
풍납유수지(구),송파구 가락동 387-0,송파구,가락동,11710107,234.0,37.4951722,127.1185146,공영,P법정공영,,,,옥외,0.0,234.0,,,,,
수유마을시장 공영주차장(구),강북구 수유동 55-53,강북구,수유동,11305103,116.0,37.6377521,127.0185027,공영,P법정공영,,,,옥외,0.0,116.0,,,,,
방이고분(구),송파구 방이동 125-0,송파구,방이동,11710111,60.0,37.5079481,127.1181629,공영,P법정공영,,,,옥외,0.0,60.0,,,,,
신영시장 공동주차장(구),양천구 신월동 114-16,양천구,신월동,11470103,23.0,37.5330255,126.8362531,공영,P법정공영,,,,옥외,0.0,23.0,,,,,
반포4동 주민센터 공영주차장(구),서초구 반포동 74-7,서초구,반포동,11650107,51.0,37.4974647,127.000307,공영,P법정공영,,,,옥외,0.0,51.0,,,,,
도봉2동  6공영주차장(구),도봉구 도봉동 59-1,도봉구,도봉동,11320108,13.0,37.6836925,127.0463191,공영,P법정공영,,,,옥외,0.0,13.0,,,,,
밤고개로21길 공영주차장(구),강남구 율현동 77-5,강남구,율현동,11680113,109.0,37.4733791,127.11456,공영,P법정공영,,,,옥외,0.0,109.0,,,,,
마포중앙도서관 공영주차장(구),마포구 성산동 275-3,마포구,성산동,11440125,193.0,37.5637892,126.9084489,공영,P법정공영,,,,옥외,0.0,193.0,,,,,
구의2동 주택가 공영주차장(구),광진구 구의동 30-10,광진구,구의동,11215103,90.0,37.5434925,127.0832997,공영,P법정공영,,,,옥외,0.0,90.0,,,,,
대왕초 공영주차장(구),강남구 세곡동 517-0,강남구,세곡동,11680111,101.0,37.4643813,127.1055485,공영,P법정공영,,,,옥외,0.0,101.0,,,,,
공항2임시(구),강서구 공항동 703-0,강서구,공항동,11500108,75.0,37.5571723,126.8164012,공영,P법정공영,,,,옥외,0.0,75.0,,,,,
양평2동청사 공영(구),영등포구 양평동4가 72-1,영등포구,영등포동3가,11560104,93.0,37.5186045,126.9101161,공영,P법정공영,,,,옥외,0.0,93.0,,,,,
법마을공영주차장(구),양천구 신정동 1018-3,양천구,신정동,11470101,18.0,37.5216713,126.8605685,공영,P법정공영,,,,옥외,0.0,18.0,,,,,
서서울주차장(구),양천구 신월동 267-8,양천구,신월동,11470103,70.0,37.5281165,126.8318994,공영,P법정공영,,,,옥외,0.0,70.0,,,,,
신정7동 한사랑교회 주차장(구),양천구 신정동 324-11,양천구,신정동,11470101,125.0,37.5149378,126.8600996,공영,P법정공영,,,,옥외,0.0,125.0,,,,,
당곡주차장(구),양천구 신월동 482-11,양천구,신월동,11470103,45.0,37.5243635,126.8450829,공영,P법정공영,,,,옥외,0.0,45.0,,,,,
신우주차장(구),양천구 신월동 166-23,양천구,신월동,11470103,107.0,37.5344983,126.8285037,공영,P법정공영,,,,옥외,0.0,107.0,,,,,
신곡주차장(구),양천구 신월동 549-18,양천구,신월동,11470103,18.0,37.5170521,126.8410057,공영,P법정공영,,,,옥외,0.0,18.0,,,,,
곰달래주차장(구),양천구 신월동 226-9,양천구,신월동,11470103,106.0,37.5295563,126.8360429,공영,P법정공영,,,,옥외,0.0,106.0,,,,,
다락골주차장(구),양천구 신정동 1158-1,양천구,신정동,11470101,101.0,37.5161275,126.8496535,공영,P법정공영,,,,옥외,0.0,101.0,,,,,
신정교주차장(구),양천구 신정동 871-3,양천구,신정동,11470101,294.0,37.5186239,126.8778882,공영,P법정공영,,,,옥외,0.0,294.0,,,,,
거주자노외주차장(구),성동구 송정동 72-242,성동구,송정동,11200118,67.0,37.5532542,127.0684353,공영,P법정공영,,,,옥외,0.0,67.0,,,,,
용답 어울림 공영주차장(구),성동구 용답동 53-5,성동구,용답동,11200122,16.0,37.563703,127.0513239,공영,P법정공영,,,,옥외,0.0,16.0,,,,,
마천동1(건축물식)(구),송파구 마천동 215-0,송파구,마천동,11710114,215.0,37.4954333,127.1555089,공영,P법정공영,,,,옥외,0.0,215.0,,,,,
장지동공영(체비지)(구),송파구 문정동 2-6,송파구,문정동,11710108,101.0,37.4910553,127.1348715,공영,P법정공영,,,,옥외,0.0,101.0,,,,,
송파파크데이 2단지입구앞(구),송파구 마천동 603-0,송파구,마천동,11710114,110.0,37.4954239,127.1571186,공영,P법정공영,,,,옥외,0.0,110.0,,,,,
신당역 공영주차장(구),중구 신당동 140-29,중구,신당동,11140162,29.0,37.5653531,127.0207217,공영,P법정공영,,,,옥외,0.0,29.0,,,,,
서소문삼성생명뒤(구),중구 서소문동 122-0,중구,서소문동,11140166,24.0,37.5616627,126.9742301,공영,P법정공영,,,,옥외,0.0,24.0,,,,,
약수동 공영주차장(구),중구 신당동 349-234,중구,신당동,11140162,88.0,37.5521985,127.013308,공영,P법정공영,,,,옥외,0.0,88.0,,,,,
성수1가1동(건물) 공영주차장(구),성동구 성수동1가 656-260,성동구,성수동1가,11200114,91.0,37.5399328,127.0463704,공영,P법정공영,,,,옥외,0.0,91.0,,,,,
성수2가3동(건물) 공영주차장(구),성동구 성수동2가 299-19,성동구,성수동2가,11200115,192.0,37.5491384,127.0551858,공영,P법정공영,,,,옥외,0.0,192.0,,,,,
성수2가1동(건물) 공영주차장(구),성동구 성수동2가 571-1,성동구,성수동2가,11200115,161.0,37.5371598,127.0561485,공영,P법정공영,,,,옥외,0.0,161.0,,,,,
강변(건물) 공영주차장(구),성동구 성수동1가 366-1,성동구,성수동1가,11200114,99.0,37.5369515,127.0490226,공영,P법정공영,,,,옥외,0.0,99.0,,,,,
동서울 노외주차장(구),광진구 구의동 598-1,광진구,구의동,11215103,25.0,37.5335413,127.0913109,공영,P법정공영,,,,옥외,0.0,25.0,,,,,
능동공영주차장(구),광진구 능동 205-0,광진구,능동,11215102,77.0,37.5540547,127.0802418,공영,P법정공영,,,,옥외,0.0,77.0,,,,,
자양4동 공영주차장(구),광진구 자양동 5-5,광진구,자양동,11215105,83.0,37.5386885,127.0681734,공영,P법정공영,,,,옥외,0.0,83.0,,,,,
청량리동 노외주차장(구),동대문구 청량리동 51-4,동대문구,청량리동,11230107,26.0,37.5840175,127.0489902,공영,P법정공영,,,,옥외,0.0,26.0,,,,,
청량리동 공영주차장(구),동대문구 청량리동 435-0,동대문구,청량리동,11230107,67.0,37.5854412,127.0445474,공영,P법정공영,,,,옥외,0.0,67.0,,,,,
봉화산역(남) 공영주차장(구),중랑구 신내동 647-0,중랑구,신내동,11260106,86.0,37.6164222,127.091955,공영,P법정공영,,,,옥외,0.0,86.0,,,,,
동원시장공영주차장(구),중랑구 면목동 74-33,중랑구,면목동,11260101,26.0,37.5898756,127.0931343,공영,P법정공영,,,,옥외,0.0,26.0,,,,,
상봉2동공영주차장(구),중랑구 상봉동 110-38,중랑구,상봉동,11260102,83.0,37.5930143,127.0841998,공영,P법정공영,,,,옥외,0.0,83.0,,,,,
대지시장길 공영주차장(구),강북구 미아동 703-8,강북구,미아동,11305101,47.0,37.6201495,127.0202547,공영,P법정공영,,,,옥외,0.0,47.0,,,,,
송중동 공영주차장(구),강북구 미아동 48-1,강북구,미아동,11305101,54.0,37.6116456,127.0336005,공영,P법정공영,,,,옥외,0.0,54.0,,,,,
오패산 공영주차장(구),강북구 미아동 133-100,강북구,미아동,11305101,75.0,37.6221491,127.0311274,공영,P법정공영,,,,옥외,0.0,75.0,,,,,
우이동 공영주차장(구),강북구 우이동 105-2,강북구,우이동,11305104,82.0,37.6566999,127.0115923,공영,P법정공영,,,,옥외,0.0,82.0,,,,,
갈현1동공영주차장(구),은평구 갈현동 9-112,은평구,갈현동,11380104,61.0,37.6264983,126.9153183,공영,P법정공영,,,,옥외,0.0,61.0,,,,,
목2동 월촌(구),양천구 목동 525-0,양천구,목동,11470102,79.0,37.5459774,126.8746092,공영,P법정공영,,,,옥외,0.0,79.0,,,,,
달마을주차장(구),양천구 목동 532-18,양천구,목동,11470102,35.0,37.5443539,126.8716341,공영,P법정공영,,,,옥외,0.0,35.0,,,,,
구로5동마을공동주차장(구),구로구 구로동 549-73,구로구,구로동,11530102,77.0,37.5008428,126.8860294,공영,P법정공영,,,,옥외,0.0,77.0,,,,,
독산1동 공영주차장(구),금천구 독산동 1006-94,금천구,독산동,11545102,66.0,37.4649767,126.8947972,공영,P법정공영,,,,옥외,0.0,66.0,,,,,
독산3동 공영주차장(구),금천구 독산동 898-24,금천구,독산동,11545102,50.0,37.4794854,126.9063425,공영,P법정공영,,,,옥외,0.0,50.0,,,,,
구로2동 마을공동주차장(구),구로구 구로동 317-187,구로구,구로동,11530102,88.0,37.4914717,126.8883114,공영,P법정공영,,,,옥외,0.0,88.0,,,,,
영등포본동제1공영(구),영등포구 영등포동 592-10,영등포구,영등포동,11560101,194.0,37.5143767,126.9091586,공영,P법정공영,,,,옥외,0.0,194.0,,,,,
시흥3동 공영주차장(구),금천구 시흥동 942-6,금천구,시흥동,11545103,44.0,37.4429363,126.9056992,공영,P법정공영,,,,옥외,0.0,44.0,,,,,
가산동 공영주차장(구),금천구 가산동 148-28,금천구,가산동,11545101,130.0,37.4766234,126.8955989,공영,P법정공영,,,,옥외,0.0,130.0,,,,,
상인회주차장(구),금천구 시흥동 886-13,금천구,시흥동,11545103,22.0,37.453214,126.9032894,공영,P법정공영,,,,옥외,0.0,22.0,,,,,
문래근린공원 주차장(구),영등포구 문래동3가 60-2,영등포구,문래동3가,11560121,41.0,37.5154352,126.893857,공영,P법정공영,,,,옥외,0.0,41.0,,,,,
문래동공영(구),영등포구 문래동5가 3-0,영등포구,문래동5가,11560123,52.0,37.5162783,126.8878482,공영,P법정공영,,,,옥외,0.0,52.0,,,,,
당산1동공영(구),영등포구 당산동3가 6-1,영등포구,당산동3가,11560113,91.0,37.5237429,126.899599,공영,P법정공영,,,,옥외,0.0,91.0,,,,,
당산2동(구),영등포구 당산동 121-105,영등포구,당산동,11560117,31.0,37.5282536,126.9077822,공영,P법정공영,,,,옥외,0.0,31.0,,,,,
영등포동제2공영(구),영등포구 영등포동7가 29-122,영등포구,영등포동7가,11560108,28.0,37.523778,126.9085694,공영,P법정공영,,,,옥외,0.0,28.0,,,,,
신길4동 공영주차장(구),영등포구 신길동 236-10,영등포구,신길동,11560132,23.0,37.5053028,126.9120783,공영,P법정공영,,,,옥외,0.0,23.0,,,,,
대림3동 공영주차장(구),영등포구 대림동 745-1,영등포구,대림동,11560133,99.0,37.4979935,126.9004172,공영,P법정공영,,,,옥외,0.0,99.0,,,,,
대림1동공영(구),영등포구 대림동 834-1,영등포구,대림동,11560133,155.0,37.49315,126.901672,공영,P법정공영,,,,옥외,0.0,155.0,,,,,
구룡산제2호(구),강남구 개포동 126-2,강남구,개포동,11680103,127.0,37.4772631,127.0664771,공영,P법정공영,,,,옥외,0.0,127.0,,,,,
탄천 공영주차장(구),강남구 대치동 78-25,강남구,대치동,11680106,61.0,37.5086326,127.0683769,공영,P법정공영,,,,옥외,0.0,61.0,,,,,
논현로32길15 공영주차장(구),강남구 도곡동 516-2,강남구,도곡동,11680118,16.0,37.484321,127.0434017,공영,P법정공영,,,,옥외,0.0,16.0,,,,,
도곡로 421 공영주차장(구),강남구 대치동 939-21,강남구,대치동,11680106,25.0,37.4978175,127.0564648,공영,P법정공영,,,,옥외,0.0,25.0,,,,,
개포동공원 공영주차장(구),강남구 개포동 183-2,강남구,개포동,11680103,145.0,37.4894789,127.0662295,공영,P법정공영,,,,옥외,0.0,145.0,,,,,
대청역 공영주차장(구),강남구 개포동 13-2,강남구,개포동,11680103,162.0,37.4949385,127.0793065,공영,P법정공영,,,,옥외,0.0,162.0,,,,,
구룡산제1호(구),강남구 개포동 567-23,강남구,개포동,11680103,91.0,37.4778885,127.0658354,공영,P법정공영,,,,옥외,0.0,91.0,,,,,
방배카페골목(이수) 공영주차장(구),서초구 방배동 761-3,서초구,방배동,11650101,152.0,37.4961033,126.9851199,공영,P법정공영,,,,옥외,0.0,152.0,,,,,
도곡로 327 공영주차장(구),강남구 역삼동 765-22,강남구,역삼동,11680101,19.0,37.4962521,127.0517243,공영,P법정공영,,,,옥외,0.0,19.0,,,,,
언구비 공영주차장(구),서초구 반포동 741-3,서초구,반포동,11650107,50.0,37.5047213,127.0210026,공영,P법정공영,,,,옥외,0.0,50.0,,,,,
구룡공영주차빌딩(구),서초구 양재동 301-6,서초구,양재동,11650102,107.0,37.4741927,127.0459417,공영,P법정공영,,,,옥외,0.0,107.0,,,,,
천호유수지 주차장(구),강동구 천호동 329-0,강동구,천호동,11740109,168.0,37.5447675,127.121903,공영,P법정공영,,,,옥외,0.0,168.0,,,,,
문정근린공원(구),송파구 문정동 38-3,송파구,문정동,11710108,290.0,37.4859784,127.1246404,공영,P법정공영,,,,옥외,0.0,290.0,,,,,
반포 둥근마을 공영주차장(구),서초구 반포동 49-8,서초구,반포동,11650107,177.0,37.4999237,127.0104411,공영,P법정공영,,,,옥외,0.0,177.0,,,,,
방이동 공영주차장(구),송파구 방이동 52-1,송파구,방이동,11710111,131.0,37.5137527,127.1137683,공영,P법정공영,,,,옥외,0.0,131.0,,,,,
