주차장명,주소,자치구,법정동,법정동코드,면수,위도,경도,소스,공공근거,UPIS대분류,UPIS시설명,고시번호,옥내외,옥내자주,옥외자주,현행차고지,현행차고지거리m,운영시간,급지,이용효율
일원역,강남구 일원동 716-2,강남구,일원동,11680114,67.0,37.4846795,127.084068,시영,P법정공영,,,,옥외,0.0,67.0,,,24.0,1.0,148.5274422735045
잠실역,송파구 신천동 27-0,송파구,신천동,11710102,357.0,37.5142031,127.103294,시영,P법정공영,,,,옥외,0.0,357.0,,,20.0,1.0,51.98423903339558
진흥로,은평구 역촌동 41-8,은평구,역촌동,11380108,14.0,37.6017657,126.9206117,시영,P법정공영,,,,옥외,0.0,14.0,,,9.0,2.0,12.230523007524388
창동역(서),도봉구 창동 330-0,도봉구,창동,11320107,107.0,37.6523244,127.0456717,시영,P법정공영,,,,옥외,0.0,107.0,,,24.0,1.0,49.043196210022955
청계1(북),종로구 관철동 13-14,종로구,관철동,11110135,12.0,37.5683005,126.9886132,시영,P법정공영,,,,옥외,0.0,12.0,,,10.0,1.0,41.23782515022551
청계2(돈화문로),종로구 관수동 91-4,종로구,관수동,11110155,12.0,37.5684334,126.9911997,시영,P법정공영,,,,옥외,0.0,12.0,,,10.0,1.0,49.831282032715
청계2(북1),종로구 관수동 91-4,종로구,관수동,11110155,12.0,37.5684334,126.9911997,시영,P법정공영,,,,옥외,0.0,12.0,,,10.0,1.0,46.859843718412556
청계3(남),중구 주교동 51-3,중구,주교동,11140152,20.0,37.5690467,126.9994282,시영,P법정공영,,,,옥외,0.0,20.0,,,10.0,1.0,47.58470173003325
청계5(방산동),중구 방산동 52-1,중구,방산동,11140153,37.0,37.5695228,127.0044859,시영,P법정공영,,,,옥외,0.0,37.0,,,10.0,1.0,34.43625086545075
청계6(북),종로구 종로6가 289-49,종로구,종로6가,11110164,28.0,37.5698221,127.0080459,시영,P법정공영,,,,옥외,0.0,28.0,,,16.0,1.0,30.316809464151273
청계8(북),동대문구 신설동 109-2,동대문구,신설동,11230101,103.0,37.5714247,127.0251495,시영,P법정공영,,,,옥외,0.0,103.0,,,10.0,1.0,13.068250469954307
청계8가,중구 흥인동 162-1 0,중구,흥인동,11140163,19.0,37.5675489,127.0160567,시영,P법정공영,,,,옥외,0.0,19.0,,,10.0,1.0,35.81411874272859
